formula,T(K),S（uV/K）,κ（W/mK）,PF（mW/mK^2）,ZT,ρ（μΩm）,composition
La2.74Te4,400.0,-89.0,1.17,0.2955597014925373,0.1010460517923204,26.8,La2.74 Te4
La2.74Te4,300.0,-41.0,1.24,0.0622592592592592,0.0150627240143369,27.0,La2.74 Te4
La2.99Te4,1000.0,-75.0,2.87,0.5775154004106775,0.2012248781918737,9.74,La2.99 Te4
La2.99Te4,700.0,-58.0,2.84,0.4194513715710723,0.1033859014435741,8.02,La2.99 Te4
La2.99Te4,400.0,-42.0,2.605,0.2891803278688525,0.0444038891161385,6.1,La2.99 Te4
La2.99Te4,300.0,-41.0,2.46,0.2755737704918033,0.0336065573770491,6.1,La2.99 Te4
La3Te3.35Bi0.65,1000.0,-185.0,1.37,0.6494307400379506,0.4740370365240515,52.7,La3 Te3.35 Bi0.65
La3Te3.35Bi0.65,700.0,-131.0,1.56,0.3927002288329519,0.1762116411429912,43.7,La3 Te3.35 Bi0.65
La3Te3.35Bi0.65,400.0,-70.0,1.83,0.0915887850467289,0.020019406567591,53.5,La3 Te3.35 Bi0.65
La3Te3.35Bi0.65,300.0,-71.0,1.967,0.071,0.0108286731062531,71.0,La3 Te3.35 Bi0.65
La3Te3.35Sb0.65,1000.0,-221.0,0.987,0.7109315866084425,0.7202954271615426,68.7,La3 Te3.35 Sb0.65
La3Te3.35Sb0.65,700.0,-159.0,1.17,0.3506380027739251,0.2097834204630321,72.1,La3 Te3.35 Sb0.65
La3Te3.35Sb0.65,400.0,-90.0,1.36,0.6,0.1764705882352941,13.5,La3 Te3.35 Sb0.65
La3Te3.35Sb0.65,300.0,-91.0,1.47,0.0460055555555555,0.0093888888888888,180.0,La3 Te3.35 Sb0.65
La3Te3.65Sb0.35,1000.0,-117.0,1.85,0.6083999999999999,0.3288648648648648,22.5,La3 Te3.65 Sb0.35
La3Te3.65Sb0.35,700.0,-87.0,1.98,0.40475935828877,0.1430967428293631,18.7,La3 Te3.65 Sb0.35
La3Te3.65Sb0.35,400.0,-58.0,2.06,0.2455474452554744,0.0476791155835872,13.7,La3 Te3.65 Sb0.35
La3Te3.65Sb0.35,300.0,-53.0,2.05,0.2553636363636363,0.037370288248337,11.0,La3 Te3.65 Sb0.35
La3Te3.8Sb0.2,1000.0,-88.0,2.66,0.7518446601941747,0.2826483684940506,10.3,La3 Te3.8 Sb0.2
La3Te3.8Sb0.2,700.0,-68.0,2.72,0.5765586034912719,0.1483790523690773,8.02,La3 Te3.8 Sb0.2
La3Te3.8Sb0.2,400.0,-47.0,2.58,0.3750424448217317,0.0581461154762374,5.89,La3 Te3.8 Sb0.2
La3Te3.8Sb0.2,300.0,-45.0,2.402,0.3820754716981132,0.0477196675726203,5.3,La3 Te3.8 Sb0.2
Li0.0024Ni0.9976O1,1000.0,262.0,8.444,0.1460510638297872,0.0172964310551619,470.0,Li0.0024 Ni0.9976 O1
Li0.0024Ni0.9976O1,700.0,250.0,11.391,0.023764258555133,0.0014603617758399,2630.0,Li0.0024 Ni0.9976 O1
Li0.0066Ni0.9944O1,1000.0,207.0,5.305,0.1530321428571428,0.028846775279386,280.0,Li0.0066 Ni0.9944 O1
Li0.0066Ni0.9944O1,700.0,200.0,6.01,0.125,0.0145590682196339,320.0,Li0.0066 Ni0.9944 O1
Li0.0242Ni0.9758O1,1000.0,79.0,2.55,0.161266149870801,0.0632416274003141,38.7,Li0.0242 Ni0.9758 O1
Li0.0242Ni0.9758O1,700.0,77.0,3.496,0.1217453798767967,0.0243769353300222,48.7,Li0.0242 Ni0.9758 O1
Li0.0242Ni0.9758O1,400.0,103.0,3.751,0.0884083333333333,0.0094277081667111,120.0,Li0.0242 Ni0.9758 O1
Mg1.95Ca0.05Si1,700.0,-153.0,3.8,0.918,0.1691052631578947,25.5,Mg1.95 Ca0.05 Si1
Mg1.95Ca0.05Si1,400.0,-95.0,4.9,0.7847826086956521,0.0640638864241348,11.5,Mg1.95 Ca0.05 Si1
Mg1.95Ca0.05Si1,300.0,-75.0,5.6,0.5408653846153847,0.0289749313186813,10.4,Mg1.95 Ca0.05 Si1
Mg1.9Ca0.1Si1,700.0,-130.0,3.8,0.6145454545454545,0.1132057416267942,27.5,Mg1.9 Ca0.1 Si1
Mg1.9Ca0.1Si1,400.0,-74.0,4.7,0.2558878504672897,0.0217776894014714,21.4,Mg1.9 Ca0.1 Si1
Mg1.9Ca0.1Si1,300.0,-61.0,5.2,0.1755188679245283,0.0101260885341074,21.2,Mg1.9 Ca0.1 Si1
Mg2Si0.6Ge0.4Ag0.02,1000.0,224.0,3.48,0.9223529411764706,0.2650439486139283,54.4,Mg2 Si0.6 Ge0.4 Ag0.02
Mg2Si0.6Ge0.4Ag0.02,700.0,319.0,2.57,0.6784066666666666,0.1847800259403372,150.0,Mg2 Si0.6 Ge0.4 Ag0.02
Mg2Si0.6Ge0.4Ag0.02,400.0,158.0,3.09,0.0891571428571428,0.0115413777161349,280.0,Mg2 Si0.6 Ge0.4 Ag0.02
Mg2Si0.6Ge0.4Bi0.02,1000.0,-188.0,1.73,1.6065454545454545,0.9286389910667368,22.0,Mg2 Si0.6 Ge0.4 Bi0.02
Mg2Si0.6Ge0.4Bi0.02,700.0,-176.0,1.94,2.261021897810219,0.8158326435397698,13.7,Mg2 Si0.6 Ge0.4 Bi0.02
Mg2Si0.6Ge0.4Bi0.02,400.0,-118.0,2.62,1.0963779527559057,0.1673859469856344,12.7,Mg2 Si0.6 Ge0.4 Bi0.02
Mg2Si0.6Ge0.4Bi0.02,300.0,-83.0,2.98,0.4592666666666666,0.046234899328859,15.0,Mg2 Si0.6 Ge0.4 Bi0.02
Mg2Si0.98Ag0.02,1000.0,192.0,3.16,0.5585454545454545,0.1767548906789413,66.0,Mg2 Si0.98 Ag0.02
Mg2Si0.98Ag0.02,700.0,149.0,3.67,0.0555024999999999,0.0105863079019073,400.0,Mg2 Si0.98 Ag0.02
Mg2Si0.98Bi0.02,1000.0,-212.0,2.75,2.416344086021505,0.8786705767350927,18.6,Mg2 Si0.98 Bi0.02
Mg2Si0.98Bi0.02,700.0,-175.0,3.6,2.45,0.4763888888888888,12.5,Mg2 Si0.98 Bi0.02
Mg2Si0.98Bi0.02,400.0,-110.0,5.63,1.0,0.0710479573712255,12.1,Mg2 Si0.98 Bi0.02
Mg2Si0.98Bi0.02,300.0,-83.0,7.13,0.4532236842105263,0.0190697202332619,15.2,Mg2 Si0.98 Bi0.02
Mg2Si0.993Bi0.007,700.0,-125.0,4.4,2.746045694200351,0.4368709058955104,5.69,Mg2 Si0.993 Bi0.007
Mg2Si0.993Bi0.007,400.0,-79.0,5.68,1.7933908045977012,0.1262951270843451,3.48,Mg2 Si0.993 Bi0.007
Mg2Si0.994Bi0.006,300.0,-61.0,6.55,1.1275757575757577,0.0516446911866759,3.3,Mg2 Si0.994 Bi0.006
Mg2Si0.995Bi0.005,700.0,-121.0,4.29,2.357648953301127,0.3846979644081093,6.21,Mg2 Si0.995 Bi0.005
Mg2Si0.995Bi0.005,400.0,-84.0,5.41,1.7818181818181815,0.1317425642749117,3.96,Mg2 Si0.995 Bi0.005
Mg2Si0.995Bi0.005,300.0,-68.0,6.55,1.2531165311653116,0.0573946502823806,3.69,Mg2 Si0.995 Bi0.005
Mg2Si0.997Bi0.003,700.0,-153.0,3.53,2.519806243272336,0.4996782918670355,9.29,Mg2 Si0.997 Bi0.003
Mg2Si0.997Bi0.003,400.0,-101.0,4.76,1.88558225508318,0.1584522903431243,5.41,Mg2 Si0.997 Bi0.003
Mg2Si0.997Bi0.003,300.0,-77.0,6.16,1.2149590163934427,0.0591700819672131,4.88,Mg2 Si0.997 Bi0.003
Mg2Si0.9985Bi0.0015,700.0,-217.0,3.29,2.9803164556962023,0.6341098841906814,15.8,Mg2 Si0.9985 Bi0.0015
Mg2Si0.9985Bi0.0015,400.0,-149.0,5.07,2.461308203991131,0.1941860515969334,9.02,Mg2 Si0.9985 Bi0.0015
Mg2Si0.9985Bi0.0015,300.0,-107.0,7.08,1.396219512195122,0.0591618437370814,8.2,Mg2 Si0.9985 Bi0.0015
Mg2Si0.999Bi0.001,700.0,-231.0,3.66,1.6833123028391166,0.3219449759528365,31.7,Mg2 Si0.999 Bi0.001
Mg2Si0.999Bi0.001,400.0,-164.0,5.7,1.5728654970760234,0.1103765261105981,17.1,Mg2 Si0.999 Bi0.001
Mg2Si0.999Bi0.001,300.0,-151.0,8.52,1.5724827586206898,0.0553691112190383,14.5,Mg2 Si0.999 Bi0.001
Mg2Si1,700.0,-283.0,3.05,1.943907766990291,0.446142766194493,41.2,Mg2 Si1
Mg2Si1,700.0,-267.0,3.25,1.8760263157894737,0.4040672064777328,38.0,Mg2 Si1
Mg2Si1,400.0,-189.0,4.0,1.804090909090909,0.1804090909090909,19.8,Mg2 Si1
Mg2Si1,400.0,-205.0,6.15,2.429190751445087,0.1579961464354527,17.3,Mg2 Si1
Mg2Si1,300.0,-178.0,7.25,2.597049180327869,0.1074641040135669,12.2,Mg2 Si1
Mg2Si1,300.0,-89.0,4.5,0.4889506172839506,0.03259670781893,16.2,Mg2 Si1
Mn1.3Mo6S8,1000.0,57.0,2.882,0.3377338877338877,0.1171873309277889,9.62,Mn1.3 Mo6 S8
Mn1.3Mo6S8,700.0,48.0,2.353,0.2624145785876993,0.0780663854702038,8.78,Mn1.3 Mo6 S8
Mn1.3Mo6S8,400.0,31.0,1.627,0.130393487109905,0.032057403100161,7.37,Mn1.3 Mo6 S8
Mn1.3Mo6S8,300.0,27.0,1.432,0.1056521739130434,0.0221338353169783,6.9,Mn1.3 Mo6 S8
Mo3Te4,1000.0,24.0,5.291,0.0796680497925311,0.0150572764680648,7.23,Mo3 Te4
Mo3Te4,700.0,17.0,4.452,0.0404195804195804,0.0063552799401856,7.15,Mo3 Te4
Mo6Te6S2,1000.0,15.0,3.454,0.0225,0.0065141864504921,10.0,Mo6 Te6 S2
Mo6Te6S2,700.0,12.0,2.931,0.0152219873150105,0.003635411504779,9.46,Mo6 Te6 S2
Mo6Te6S2,400.0,8.0,2.374,0.0072153325817361,0.0012157257930473,8.87,Mo6 Te6 S2
Mo6Te7S1,1000.0,21.0,4.61,0.0529411764705882,0.0114839862192165,8.33,Mo6 Te7 S1
Mo6Te7S1,700.0,14.0,3.978,0.0239902080783353,0.0042215046895009,8.17,Mo6 Te7 S1
Na0.02Pb1Te0.75Se0.25,1000.0,197.0,1.196,1.960050505050505,1.6388382149251717,19.8,Na0.02 Pb1 Te0.75 Se0.25
Na0.02Pb1Te0.75Se0.25,700.0,205.0,1.296,2.5782208588957056,1.3925575626751494,16.3,Na0.02 Pb1 Te0.75 Se0.25
Na0.02Pb1Te0.75Se0.25,400.0,90.0,2.154,1.1722141823444283,0.2176813709089003,6.91,Na0.02 Pb1 Te0.75 Se0.25
Na0.02Pb1Te0.75Se0.25,300.0,59.0,2.696,0.6798828125,0.0756546156342729,5.12,Na0.02 Pb1 Te0.75 Se0.25
Na0.02Pb1Te0.85Se0.15,1000.0,204.0,1.189,2.030048780487805,1.7073580996533262,20.5,Na0.02 Pb1 Te0.85 Se0.15
Na0.02Pb1Te0.85Se0.15,700.0,209.0,1.268,2.713105590062112,1.4977712247976955,16.1,Na0.02 Pb1 Te0.85 Se0.15
Na0.02Pb1Te0.85Se0.15,400.0,98.0,2.218,1.5515347334410337,0.279807887004695,6.19,Na0.02 Pb1 Te0.85 Se0.15
Na0.02Pb1Te0.85Se0.15,300.0,51.0,3.014,0.6297820823244552,0.0626856750820625,4.13,Na0.02 Pb1 Te0.85 Se0.15
Na0.02Pb1Te1,700.0,213.0,1.393,2.653157894736842,1.3332451732345938,17.1,Na0.02 Pb1 Te1
Na0.02Pb1Te1,400.0,105.0,2.675,1.937609841827768,0.2897360511144326,5.69,Na0.02 Pb1 Te1
Na0.02Pb1Te1,300.0,62.0,3.996,1.0417344173441734,0.0782082895904034,3.69,Na0.02 Pb1 Te1
Na1Co2O4,1000.0,200.0,4.764,6.666666666666667,1.3993842709207949,6.0,Na1 Co2 O4
Na1Co2O4,700.0,146.0,5.702,4.404132231404959,0.5406686359143232,4.84,Na1 Co2 O4
Na1Co2O4,1000.0,175.0,2.224,0.765625,0.344255845323741,40.0,Na1 Co2 O4
Na1Co2O4,700.0,161.0,2.093,0.7623823529411765,0.2549773755656108,34.0,Na1 Co2 O4
Na1Co2O4,400.0,118.0,1.834,0.5503557312252964,0.1200339653708389,25.3,Na1 Co2 O4
Na1Co2O4,400.0,98.0,13.53,2.712994350282486,0.0802067804961562,3.54,Na1 Co2 O4
Na1Co2O4,300.0,104.0,1.904,0.51260663507109,0.0807678521645625,21.1,Na1 Co2 O4
Na1Co2O4,300.0,82.0,19.08,2.279322033898305,0.0358383967594073,2.95,Na1 Co2 O4
Nb1Co1.05Sn1,1000.0,-251.0,7.672,2.1141275167785234,0.275564066316283,29.8,Nb1 Co1.05 Sn1
Nb1Co1.05Sn1,700.0,-237.0,7.232,2.400384615384616,0.2323381126616746,23.4,Nb1 Co1.05 Sn1
Nb1Co1.05Sn1,400.0,-185.0,7.01,2.099693251533742,0.119811312498359,16.3,Nb1 Co1.05 Sn1
Nb1Co1.05Sn1,300.0,-163.0,6.887,1.9393430656934307,0.0844784259776432,13.7,Nb1 Co1.05 Sn1
Nb1Co1.10Sn1,1000.0,-199.0,6.773,1.636404958677686,0.2416071103909177,24.2,Nb1 Co1.1 Sn1
Nb1Co1.10Sn1,700.0,-189.0,6.232,1.941358695652174,0.2180601872523301,18.4,Nb1 Co1.1 Sn1
Nb1Co1.10Sn1,400.0,-152.0,5.83,1.7772307692307694,0.1219369309935347,13.0,Nb1 Co1.1 Sn1
Nb1Co1.10Sn1,300.0,-131.0,5.802,1.546036036036036,0.0799398157205809,11.1,Nb1 Co1.1 Sn1
Nb1Co1Sn1,1000.0,-178.0,9.927,1.2233204633204635,0.1232316372842211,25.9,Nb1 Co1 Sn1
Nb1Co1Sn1,700.0,-168.0,9.741,1.3903448275862067,0.0999118549748839,20.3,Nb1 Co1 Sn1
Nb1Co1Sn1,400.0,-137.0,7.958,1.3311347517730496,0.06690800461287,14.1,Nb1 Co1 Sn1
Nb1Co1Sn1,300.0,-119.0,6.904,1.15130081300813,0.0500275556057994,12.3,Nb1 Co1 Sn1
Nd2Cu0.98Ni0.02O4,1000.0,-83.0,3.902,0.0299521739130434,0.0076761081273817,230.0,Nd2 Cu0.98 Ni0.02 O4
Nd2Cu0.98Ni0.02O4,700.0,-99.0,5.25,0.04455,0.00594,220.0,Nd2 Cu0.98 Ni0.02 O4
Nd2Cu0.98Ni0.02O4,400.0,-183.0,8.03,0.088128947368421,0.0043899849249524,380.0,Nd2 Cu0.98 Ni0.02 O4
Nd2Cu0.98Ni0.02O4,300.0,-249.0,9.811,0.105086440677966,0.0032133250640495,590.0,Nd2 Cu0.98 Ni0.02 O4
Nd2Cu0.98Zn0.02O4,700.0,-176.0,5.22,0.0407578947368421,0.0054656180681589,760.0,Nd2 Cu0.98 Zn0.02 O4
Nd2Cu0.98Zn0.02O4,1000.0,-64.0,3.63,0.0110702702702702,0.0030496612314794,370.0,Nd2 Cu0.98 Zn0.02 O4
Nd2Cu0.98Zn0.02O4,400.0,-294.0,11.1,0.0613021276595744,0.0022090856814261,1410.0,Nd2 Cu0.98 Zn0.02 O4
Nd2Cu0.98Zn0.02O4,300.0,-343.0,17.1,0.0619205263157894,0.001086325023084,1900.0,Nd2 Cu0.98 Zn0.02 O4
Nd2Cu1O4,1000.0,26.0,3.94,0.0427848101265822,0.0108590888646147,15.8,Nd2 Cu1 O4
Nd2Cu1O4,700.0,-100.0,4.19,0.0416666666666666,0.0069610182975338,240.0,Nd2 Cu1 O4
Ni2.0Mo6S8,1000.0,33.0,5.975,0.2326923076923077,0.0389443192790473,4.68,Ni2 Mo6 S8
Ni2.0Mo6S8,700.0,21.0,4.237,0.0964989059080962,0.0159427033598459,4.57,Ni2 Mo6 S8
Ni2.0Mo6S8,400.0,9.0,2.33,0.0158203125,0.0027159334763948,5.12,Ni2 Mo6 S8
Ni2.0Mo6S8,300.0,8.0,1.714,0.0103559870550161,0.0018125998346002,6.18,Ni2 Mo6 S8
Pb0.96Sr0.04Te1Na0.02,1000.0,265.0,0.98,2.2293650793650794,2.274862325882734,31.5,Pb0.96 Sr0.04 Te1 Na0.02
Pb0.96Sr0.04Te1Na0.02,700.0,239.0,1.18,2.69438679245283,1.598365046370323,21.2,Pb0.96 Sr0.04 Te1 Na0.02
Pb0.96Sr0.04Te1Na0.02,400.0,128.0,2.126,1.938934911242604,0.3648043106759367,8.45,Pb0.96 Sr0.04 Te1 Na0.02
Pb0.96Sr0.04Te1Na0.02,300.0,81.0,2.85,0.9662739322533136,0.1017130455003488,6.79,Pb0.96 Sr0.04 Te1 Na0.02
Pb0.98Sr0.02Te1Na0.01,700.0,263.0,1.03,2.29797342192691,1.561729510047415,30.1,Pb0.98 Sr0.02 Te1 Na0.01
Pb0.98Sr0.02Te1Na0.01,400.0,117.0,2.23,1.936209335219236,0.34730212290928,7.07,Pb0.98 Sr0.02 Te1 Na0.01
Pb0.98Sr0.02Te1Na0.01,300.0,68.0,3.065,1.1278048780487806,0.110388731946047,4.1,Pb0.98 Sr0.02 Te1 Na0.01
Pb0.98Te1Na0.02,700.0,236.0,1.44,2.4753777777777777,1.2033086419753087,22.5,Pb0.98 Te1 Na0.02
Pb0.98Te1Na0.02,400.0,105.0,3.18,1.9140625,0.2407625786163522,5.76,Pb0.98 Te1 Na0.02
Pb0.98Te1Na0.02,300.0,64.0,4.29,0.982254196642686,0.0686891046603277,4.17,Pb0.98 Te1 Na0.02
Pb1.18S1.18Ti2S4,700.0,-129.0,1.95,0.7668663594470045,0.2752853598014889,21.7,Pb1.18 S5.18 Ti2
Pb1.18S1.18Ti2S4,400.0,-71.0,2.51,0.6924450549450549,0.1103498095529968,7.28,Pb1.18 S5.18 Ti2
Pb1.18S1.18Ti2S4,300.0,-51.0,2.9,0.5654347826086957,0.0584932533733133,4.6,Pb1.18 S5.18 Ti2
Sb0.005I0.015Cs0.995Bi3.98Te5.97,300.0,154.0,1.5,2.790117647058824,0.5580235294117647,8.5,Sb0.005 I0.015 Cs0.995 Bi3.98 Te5.97
Sb2Si2Te6,823.0,239.0,0.72,0.9253361412603271,1.0577106170239574,61.73,Sb2 Si2 Te6
Sb2Si2Te6,630.0,205.0,0.93,1.0389369592089,0.7037960046253836,40.45,Sb2 Si2 Te6
Sb2Si2Te6,483.0,169.0,1.12,1.011008849557522,0.4359975663716814,28.25,Sb2 Si2 Te6
Sb2Si2Te6,310.0,123.0,1.31,0.7883793642522146,0.1865630556627378,19.19,Sb2 Si2 Te6
Sb2Te3,300.0,63.0,5.205,3.25327868852459,0.1875088581282184,1.22,Sb2 Te3
Sb2Te3,300.0,38.0,3.378,0.76,0.0674955595026643,1.9,Sb2 Te3
Si0.7956Ge0.1989P0.0055,1000.0,-281.0,3.666,3.15844,0.8615493726132024,25.0,Si0.7956 Ge0.1989 P0.0055
Si0.7956Ge0.1989P0.0055,700.0,-231.0,3.723,2.7505670103092785,0.517162747036394,19.4,Si0.7956 Ge0.1989 P0.0055
Si0.7956Ge0.1989P0.0055,400.0,-150.0,4.229,1.67910447761194,0.15881811091151,13.4,Si0.7956 Ge0.1989 P0.0055
Si0.7956Ge0.1989P0.0055,300.0,-123.0,4.139,1.293076923076923,0.093723864924638,11.7,Si0.7956 Ge0.1989 P0.0055
Si0.79936Ge0.19984B0.0008,1000.0,248.0,3.599,2.0848813559322035,0.5792946251548217,29.5,Si0.79936 Ge0.19984 B0.0008
Si0.79936Ge0.19984B0.0008,700.0,210.0,3.817,2.022935779816514,0.3709863887533559,21.8,Si0.79936 Ge0.19984 B0.0008
Si0.79936Ge0.19984B0.0008,400.0,151.0,4.145,1.5000657894736844,0.1447590629166402,15.2,Si0.79936 Ge0.19984 B0.0008
Si0.79936Ge0.19984B0.0008,300.0,128.0,4.34,1.2318796992481202,0.0851529746024046,13.3,Si0.79936 Ge0.19984 B0.0008
Si0.8Ge0.2,1000.0,232.0,2.555,2.1703225806451614,0.849441323148791,24.8,Si0.8 Ge0.2
Si0.8Ge0.2,700.0,191.0,2.566,2.0380446927374303,0.5559747797802811,17.9,Si0.8 Ge0.2
Si0.8Ge0.2,400.0,138.0,2.52,1.4762790697674415,0.2343300110741971,12.9,Si0.8 Ge0.2
Si0.8Ge0.2,300.0,121.0,2.449,1.240762711864407,0.1519921656020098,11.8,Si0.8 Ge0.2
Sm0.5Ca0.5Mn1O3,300.0,-33.0,1.9,0.0114031413612565,0.0018004960044089,95.5,Sm0.5 Ca0.5 Mn1 O3
Sn0.002Bi0.46Sb1.54Te3,345.0,227.0,1.14,3.3723167539267016,1.020569543951502,15.28,Sn0.002 Bi0.46 Sb1.54 Te3
Sn0.002Bi0.46Sb1.54Te3,397.0,221.0,1.17,2.6747535596933183,0.9075873189728612,18.26,Sn0.002 Bi0.46 Sb1.54 Te3
Sn0.002Bi0.46Sb1.54Te3,470.0,202.0,1.51,1.7671719359029885,0.5500468939565593,23.09,Sn0.002 Bi0.46 Sb1.54 Te3
Sn0.002Bi0.46Sb1.54Te3,522.0,173.0,1.8,1.206328093510681,0.3498351471180976,24.81,Sn0.002 Bi0.46 Sb1.54 Te3
Sn0.005Bi0.46Sb1.54Te3,345.0,210.0,1.17,3.308327081770442,0.9755323446246176,13.33,Sn0.005 Bi0.46 Sb1.54 Te3
Sn0.005Bi0.46Sb1.54Te3,397.0,212.0,1.17,2.696100779844031,0.9148307774342568,16.67,Sn0.005 Bi0.46 Sb1.54 Te3
Sn0.005Bi0.46Sb1.54Te3,473.0,193.0,1.41,1.7771469465648857,0.5961634792377241,20.96,Sn0.005 Bi0.46 Sb1.54 Te3
Sn0.005Bi0.46Sb1.54Te3,523.0,171.0,1.67,1.2836259877085163,0.4019978392644036,22.78,Sn0.005 Bi0.46 Sb1.54 Te3
Sn0.01Bi0.46Sb1.54Te3,403.0,187.0,1.28,2.42,0.761921875,14.45,Sn0.01 Bi0.46 Sb1.54 Te3
Sn0.01Bi0.46Sb1.54Te3,349.0,180.0,1.28,2.7858985382631127,0.7595926483233016,11.63,Sn0.01 Bi0.46 Sb1.54 Te3
Sn0.01Bi0.46Sb1.54Te3,477.0,180.0,1.49,1.8110676355505868,0.5797847397031074,17.89,Sn0.01 Bi0.46 Sb1.54 Te3
Sn0.01Bi0.46Sb1.54Te3,527.0,165.0,1.71,1.3968701898409444,0.430497421079636,19.49,Sn0.01 Bi0.46 Sb1.54 Te3
Sn0.02Bi0.46Sb1.54Te3,358.0,175.0,1.42,2.719804618117229,0.6856972206239211,11.26,Sn0.02 Bi0.46 Sb1.54 Te3
Sn0.02Bi0.46Sb1.54Te3,407.0,181.0,1.43,2.40183284457478,0.6835985788405143,13.64,Sn0.02 Bi0.46 Sb1.54 Te3
Sn0.02Bi0.46Sb1.54Te3,478.0,177.0,1.59,1.858185053380783,0.5586241858591284,16.86,Sn0.02 Bi0.46 Sb1.54 Te3
Sn0.02Bi0.46Sb1.54Te3,528.0,165.0,1.79,1.4756097560975612,0.4352636598991689,18.45,Sn0.02 Bi0.46 Sb1.54 Te3
Sn0.85Mn0.08Sb0.04Bi0.03Te1,773.0,156.0,2.19,2.1826008968609862,0.7703883530929418,11.15,Sn0.85 Mn0.08 Sb0.04 Bi0.03 Te1
Sn0.85Mn0.08Sb0.04Bi0.03Te1,624.0,123.0,2.59,1.8315980629539952,0.4412807688352483,8.26,Sn0.85 Mn0.08 Sb0.04 Bi0.03 Te1
Sn0.85Mn0.08Sb0.04Bi0.03Te1,424.0,80.0,3.29,1.2355212355212355,0.1592282686507611,5.18,Sn0.85 Mn0.08 Sb0.04 Bi0.03 Te1
Sn0.85Mn0.08Sb0.04Bi0.03Te1,294.0,57.0,3.21,0.8022222222222223,0.0734745586708203,4.05,Sn0.85 Mn0.08 Sb0.04 Bi0.03 Te1
Sn0.85Mn0.09Sb0.035Bi0.025Te1,773.0,183.0,1.64,1.9527113702623908,0.9203938348858708,17.15,Sn0.85 Mn0.09 Sb0.035 Bi0.025 Te1
Sn0.85Mn0.09Sb0.035Bi0.025Te1,624.0,164.0,1.74,1.8099596231493944,0.6490889683018518,14.86,Sn0.85 Mn0.09 Sb0.035 Bi0.025 Te1
Sn0.85Mn0.09Sb0.035Bi0.025Te1,424.0,103.0,2.29,1.1906846240179574,0.2204586378094383,8.91,Sn0.85 Mn0.09 Sb0.035 Bi0.025 Te1
Sn0.85Mn0.09Sb0.035Bi0.025Te1,294.0,67.0,2.54,0.694891640866873,0.0804323395334097,6.46,Sn0.85 Mn0.09 Sb0.035 Bi0.025 Te1
Sn0.85Mn0.1Sb0.03Bi0.02Te1,773.0,141.0,2.46,2.231313131313131,0.7011402644329474,8.91,Sn0.85 Mn0.1 Sb0.03 Bi0.02 Te1
Sn0.85Mn0.1Sb0.03Bi0.02Te1,624.0,112.0,2.93,1.744645340751043,0.3715558677913484,7.19,Sn0.85 Mn0.1 Sb0.03 Bi0.02 Te1
Sn0.85Mn0.1Sb0.03Bi0.02Te1,424.0,73.0,3.46,1.1712087912087914,0.1435238518706726,4.55,Sn0.85 Mn0.1 Sb0.03 Bi0.02 Te1
Sn0.85Mn0.1Sb0.03Bi0.02Te1,294.0,52.0,3.48,0.7815028901734103,0.0660235200318915,3.46,Sn0.85 Mn0.1 Sb0.03 Bi0.02 Te1
Sn1.2S1.2Ti2S4,700.0,-141.0,1.69,0.9161751152073732,0.3794808169497996,21.7,Sn1.2 S5.2 Ti2
Sn1.2S1.2Ti2S4,400.0,-89.0,2.03,0.9318823529411764,0.1836221385105766,8.5,Sn1.2 S5.2 Ti2
Sn1.2S1.2Ti2S4,300.0,-65.0,2.66,0.8838912133891212,0.0996869789536602,4.78,Sn1.2 S5.2 Ti2
Sn1Te1,773.0,100.0,4.89,1.5698587127158554,0.2481596697197047,6.37,Sn1 Te1
Sn1Te1,624.0,65.0,6.22,1.0432098765432098,0.1046564249136596,4.05,Sn1 Te1
Sn1Te1,424.0,37.0,9.26,0.5900862068965518,0.027019066060922,2.32,Sn1 Te1
Sn1Te1,294.0,30.0,9.85,0.569620253164557,0.0170018633939471,1.58,Sn1 Te1
Sr0.145Ga0.302Ge0.553,300.0,-320.0,0.81,0.7876923076923077,0.2917378917378917,130.0,Sr0.145 Ga0.302 Ge0.553
Sr0.146Ga0.285Ge0.569,300.0,-128.0,1.06,0.8445360824742268,0.2390196459832717,19.4,Sr0.146 Ga0.285 Ge0.569
Sr0.147Ga0.298Ge0.555,300.0,-154.0,1.216,0.9051908396946564,0.2233201084773001,26.2,Sr0.147 Ga0.298 Ge0.555
Sr0.61Ba0.39Nb2O6,700.0,-201.0,2.172,2.8857857142857144,0.9300414364640884,14.0,Sr0.61 Ba0.39 Nb2 O6
Sr0.61Ba0.39Nb2O6,700.0,-216.0,2.172,0.5832,0.1879558011049723,80.0,Sr0.61 Ba0.39 Nb2 O6
Sr0.61Ba0.39Nb2O6,400.0,-220.0,2.02,0.3025,0.0599009900990099,160.0,Sr0.61 Ba0.39 Nb2 O6
Sr0.61Ba0.39Nb2O6,300.0,-92.0,1.667,0.2990812720848056,0.0538238642024245,28.3,Sr0.61 Ba0.39 Nb2 O6
Sr0.61Ba0.39Nb2O6,400.0,-194.0,2.02,0.2509066666666666,0.0496844884488448,150.0,Sr0.61 Ba0.39 Nb2 O6
Sr0.61Ba0.39Nb2O6,300.0,-220.0,1.667,0.0780645161290322,0.0140488031425972,620.0,Sr0.61 Ba0.39 Nb2 O6
Sr0.61Ba0.39Nb2O6,300.0,-186.0,1.667,0.0329485714285714,0.0059295569457537,1050.0,Sr0.61 Ba0.39 Nb2 O6
